Varient_Name,Average_stars,Review_title,User_rating,Review_description
TVS NTORQ 125,4.4,Super Good,5,"Brought Ntorq it is one of the best scooters. I have bought. It filled with power and fun Ntorq,"
TVS NTORQ 125,4.4,Super Vehicle,4,Nice scooty overall. Nice aesthetics and look. The most feature-packed scooty in the Indian market. Good performance.
TVS NTORQ 125,4.4,Best Scooter,5,The TVS NTORQ s the best 125cc scooter in the Indian market. It's a perfect balance between the conventional going to buy this scooter experience and the performance-oriented motor-scooter segment. It handles the roughness of Indian roads with ease. The pillion experience is better than any other scooter in the market.
TVS NTORQ 125,4.4,TVs TORONTO 125 has been prepared with modern technology,5,TVS NTORQ 125 has an excellent pickup with an attractive and abstract colour combination with proper outfit looks and this has been prepared with the latest technology and can be easily get connected to your android device and is available in many shades and it is an absolute racing icon. And has excellent mileage. 
TVS NTORQ 125,4.4,My Ntorq is best scooter,5,It's very good scooter unbelievable smooth driving experience... and sound quality is very good... looks are just wow... never think twice to buy it.. just go and buy it.
TVS NTORQ 125,4.4,TVS NTORQ 125 my view and experience,4,"Stylish bike, people always ask me what is the price, about its mileage and comfort. Feel proud when many time people asked me about TVS NTORQ 125. I always tell them about its all features."
TVS NTORQ 125,4.4,Features And Stylish Looking,4,"It's an excellent bike and nice scooter and features are also best, but it is not comfortable for a fat person. Overall, the experience is too good and stylish bike. Good looking and model is also best."
TVS NTORQ 125,4.4,Awesome Performence,4,Awesome bike superb performance easy to handle and excellent styling. The smart connectivity is also superb.
TVS NTORQ 125,4.4,NTORQ Most Feature Loaded Scooter,5,"1) The riding position is very comfortable. However, if you have a fat pillion behind you, you might feel that the seat's length is a bit small. "
TVS NTORQ 125,4.4,Excellent Bike,3,Good product was launched and more comfort for driving and more features to added main the stylish look.
TVS NTORQ 125,4.4,Awesome Bike,5,"Good scooter, good mileage, but the front suspension is little hard rear is good overall a good scooter."
TVS NTORQ 125,4.4,Good bike,4,"The bike has good mileage and the colour, loos are very stylish but the pickup is very poor."
TVS NTORQ 125,4.4,Awesome Bike,4,Very good bike for starters.
TVS NTORQ 125,4.4,Great Car,5,Looks and engine are awesome. Race edition has the best graphic design. Seats are comfortable.
TVS NTORQ 125,4.4,Great Bike,4,TVS is very good performance vehicle and looks stylish than the other bikes. This is the most wanted bike for people and I have suggested my friends also to get.
TVS NTORQ 125,4.4,Good Bike,5,Best scooter of the year best mileage good looking. I like it.
TVS NTORQ 125,4.4,Good bike ,5,"Good product nice build up quality,  very easy ride,  safe features and notable space is good for long trips."
TVS NTORQ 125,4.4,Awesome Bike,4,So nice experience its good morning have you been able to you.
TVS NTORQ 125,4.4,Nice Bike ,4,"Nice bike, very stylish but average is a low but awesome scooter. I love it superb nice cool no words."
TVS NTORQ 125,4.4,Best Scooter,5,I have a great experience about its performance and features. It's a the most valuable performance scooter in India. I would suggest my friends to go with these bike.
TVS NTORQ 125,4.4,Awesome Bike,5,I bought the Bharat standard 4 versions of TVs Ntorq 125 race edition and I am loving it. In one day I travelled 300kms very comfortable.
TVS NTORQ 125,4.4,Awesome Bike,5,The most powerful engine in all the scooters and gives very comfortable handling and riding. The safety side is perfect because the braking system is very good to the 200 CC level bikes.
TVS NTORQ 125,4.4,Road king.,5,It's nice to ride and more comfortable on highway good speed. Even the break effect is good and the electrical part is good.
TVS NTORQ 125,4.4,Best scooter,4,"I bought this scooter on February 26 in the year of its release, and the most amazing thing about my purchase was that I was the first buyer in Kolkata at that time. It feels really good because many people were asking me about the specs and experience. So about my experience with NTORQ 125, on my first ride, I was a bit nervous and then I realized silencer beat is totally different from other scooters, it was overwhelming. The look was new and GPS facility is easy to attract everyone and maps are still working perfectly. Mileage and After-sales maintenance costs are about twice compared to other scooters. "
TVS NTORQ 125,4.4,Best scooter,4,This is the best scooter in the segment and has excellent mileage. The scooter runs at fantastic speed and the ride experience is great along with the sound it produces while running.
TVS NTORQ 125,4.4,Best Scooter ,5,"Riding this scooter was a very good experience. It gives a great performance, very comfortable, highly powerful and good space available. It is very useful while travelling as it comes with bluetooth connection, mobile charging and has variety of colours, good style and structure. "
TVS NTORQ 125,4.4,Nice package.,4,"The fit and finish of the scooter are the best and the performance of this little beast it the best in the 125cc scooter segment. No other scooter can replace this, but there are few things that need to be improved like the clutch shoe is frequently getting dry and this is resulting in vibration to handle in its initial acceleration. But apart from this, it is the best scooter you can go with. It will never disappoint you."
TVS NTORQ 125,4.4,Awesome scooter.,5,The scooter has a comfortable pickup and very much comfortable.
TVS NTORQ 125,4.4,Best in style.,4,TVS NITORQ is an amazing scooter in terms of looks and performance. Some say that the mileage is poor its not that much low it depends on how you ride your bike.I am getting an overall good mileage on highways I get 45kmpl mileage and its good for a daily commute and long rides. I also went for an long ride about 120km straight and it is comfortable and it is packed with power so you will enjoy the ride.
TVS NTORQ 125,4.4,Good experience,5,"The scooter gives great riding experience and the mileage offered is very good too. The performance is best in the segment, along with no vibrations while driving, stable and smooth throttle response, the exhaust stands out from the crowd with its bassy sound."
TVS NTORQ 125,4.4,Style in class.,4,Awsome scooter with very good features and the look and the design is brilliant fierce engine sound. 
TVS NTORQ 125,4.4,Best in power.,3,TVS Ntorq 125cc is a lovely machine and excellent speed and mileage.
TVS NTORQ 125,4.4,Excellent Vehicle.,5,Very good scooter and looks are great. This is comfortable for girls and boys also. I got a good experience with this scooter.
TVS NTORQ 125,4.4,6361388148,5,TVS NTORQ 125cc is a superb scooter in the segment.  
TVS NTORQ 125,4.4,Great car.,3,The overall experience is great with a nice fuel economy and well designed. It has a smooth engine which makes the ride more comfortable and comfortable.
TVS NTORQ 125,4.4,Best in the class.,5,This is a great scooter in the 125cc segment with a good performance and decent mileage as well. Wonderful throttle response and great body design.
TVS NTORQ 125,4.4,Awesome mileage. ,5,TVS NTORQ 125cc is a true race edition BS6 is a most powerful scooter and the mileage of the scooter is amazing with great exhaust sound.
TVS NTORQ 125,4.4,Best One Ever,5,I have used the scooter for 2 to 3 months and it's an excellent scooter. I have never seen such a powerful scooter.
TVS NTORQ 125,4.4,Not so good for milege ,2,"Bad mileage of 30 KMPL, however, the scooter is best for all rides. "
TVS NTORQ 125,4.4,Excellent Bike,5,"Excellent bike, good breaking.Easy to maintain."
TVS NTORQ 125,4.4,Ultimate Bike,5,Best performance in 125 CC category. The ultimate look and the best design for this generation. The best vehicle for this price.
TVS NTORQ 125,4.4,Best in series of scooter,4,Love it the way it pulls. Best scooter and with killer looks. It is totally worth it but have some negative with instrument consoles like fuel indicator and lagging connection of Bluetooth  .. 2 is that build quality is good but somewhere is bad like seat shakes while we open it and side of the footrest body is with poor quality and the third negative is water drops can come in fuel tank especially in rain. Overall product is fabulous and amazing and everyone will be bought it
TVS NTORQ 125,4.4,Great Bike,4,"The best option, I could have gone for... Have been using it for almost a month now. I have faced no issue whatsoever. Because this scooter comes with an FI engine you have to keep a minimum of 1.5 litres of fuel anytime in the fuel tank."
TVS NTORQ 125,4.4,Wonderful Bike,4,"I have test rode this scooter yesterday. I am highly impressed with its engine and performance. Its braking system is just awesome. Pricing is just a bit higher than my budget. Still, I have managed and booked it. My last experience with TVS was pretty good as. I have been using pulsar from the previous ten years. So, I hope it will continue the same with this new scooter."
TVS NTORQ 125,4.4,Performance of my new TVS,4,"The Performance of TVS Ntorq 125 Race Edition is superb, along with its handling, which is smooth. Cornering with Ntorq is easy, the scooter has a great road presence."
